    0.00401535	   -2.50628929
    0.00602302	   -2.50649132
    0.00803069	   -2.50703972
    0.01003837	   -2.50763162
    0.01204604	   -2.50872133
    0.01405372	   -2.50989088
    0.01606139	   -2.51169416
    0.01806906	   -2.51362371
    0.02007674	   -2.51630656
    0.02208441	   -2.51917164
    0.02409208	   -2.52289260
    0.02609976	   -2.52686068
    0.02810743	   -2.53177000
    0.03011511	   -2.53699952
    0.03212278	   -2.54323846
    0.03413045	   -2.54987812
    0.03613813	   -2.55757855
    0.03814580	   -2.56576673
    0.04015347	   -2.57505101
    0.04216115	   -2.58491550
    0.04416882	   -2.59589653
    0.04617650	   -2.60755443
    0.04818417	   -2.62033592
    0.05019184	   -2.63389374
    0.05219952	   -2.64857060
    0.05420719	   -2.66412448
    0.05621486	   -2.68078335
    0.05822254	   -2.69841940
    0.06023021	   -2.71713916
    0.06223789	   -2.73693383
    0.06424556	   -2.75778606
    0.06625323	   -2.77980646
    0.06826091	   -2.80285569
    0.07026858	   -2.82715989
    0.07227625	   -2.85246368
    0.07428393	   -2.87910076
    0.07629160	   -2.90670931
    0.07829928	   -2.93571925
    0.08030695	   -2.96567464
    0.08231462	   -2.99708787
    0.08432230	   -3.02942273
    0.08632997	   -3.06325935
    0.08833764	   -3.09799501
    0.09034532	   -3.13426355
    0.09235299	   -3.17140758
    0.09436066	   -3.21010342
    0.09636834	   -3.24964669
    0.09837601	   -3.29074988
    0.10038369	   -3.33266316
    0.10239136	   -3.37613592
    0.10439903	   -3.42036625
    0.10640671	   -3.46614991
    0.10841438	   -3.51261689
    0.11042205	   -3.56062850
    0.11242973	   -3.60922074
    0.11443740	   -3.65934933
    0.11644508	   -3.70992137
    0.11845275	   -3.76202414
    0.12046042	   -3.81439396
    0.12246810	   -3.86829241
    0.12447577	   -3.92223993
    0.12648344	   -3.97771636
    0.12849112	   -4.03298292
    0.13049879	   -4.08977755
    0.13250647	   -4.14606651
    0.13451414	   -4.20387554
    0.13652181	   -4.26085409
    0.13852949	   -4.31932923
    0.14053716	   -4.37663113
    0.14254483	   -4.43538079
    0.14455251	   -4.49261019
    0.14656018	   -4.55120278
    0.14856786	   -4.60793873
    0.15057553	   -4.66590818
    0.15258320	   -4.72170981
    0.15459088	   -4.77856337
    0.15659855	   -4.83297571
    0.15860622	   -4.88820382
    0.16061390	   -4.94076405
    0.16262157	   -4.99385193
    0.16462925	   -5.04409626
    0.16663692	   -5.09453664
    0.16864459	   -5.14200783
    0.17065227	   -5.18931403
    0.17265994	   -5.23356955
    0.17466761	   -5.27728826
    0.17667529	   -5.31790919
    0.17868296	   -5.35763199
    0.18069063	   -5.39423250
    0.18269831	   -5.42960558
    0.18470598	   -5.46184271
    0.18671366	   -5.49257426
    0.18872133	   -5.52015759
    0.19072900	   -5.54602263
    0.19273668	   -5.56872324
    0.19474435	   -5.58956583
    0.19675202	   -5.60722379
    0.19875970	   -5.62295698
    0.20076737	   -5.63548679
    0.20277505	   -5.64609052
    0.20478272	   -5.65348371
    0.20679039	   -5.65900137
    0.20879807	   -5.66132594
    0.21080574	   -5.66185983
    0.21281341	   -5.65925628
    0.21482109	   -5.65496251
    0.21682876	   -5.64763665
    0.21883644	   -5.63871963
    0.22084411	   -5.62693269
    0.22285178	   -5.61363935
    0.22485946	   -5.59769599
    0.22686713	   -5.58030960
    0.22887480	   -5.56054498
    0.23088248	   -5.53937853
    0.23289015	   -5.51614525
    0.23489783	   -5.49153419
    0.23690550	   -5.46519020
    0.23891317	   -5.43748449
    0.24092085	   -5.40838266
    0.24292852	   -5.37793830
    0.24493619	   -5.34641825
    0.24694387	   -5.31358850
    0.24895154	   -5.27997088
    0.25095922	   -5.24509764
    0.25296689	   -5.20968080
    0.25497456	   -5.17308672
    0.25698224	   -5.13614546
    0.25898991	   -5.09812748
    0.26099758	   -5.05991346
    0.26300526	   -5.02073818
    0.26501293	   -4.98148139
    0.26702060	   -4.94138281
    0.26902828	   -4.90129372
    0.27103595	   -4.86047347
    0.27304363	   -4.81974535
    0.27505130	   -4.77837527
    0.27705897	   -4.73718644
    0.27906665	   -4.69541324
    0.28107432	   -4.65392919
    0.28308199	   -4.61188049
    0.28508967	   -4.57025580
    0.28709734	   -4.52804692
    0.28910502	   -4.48642696
    0.29111269	   -4.44416773
    0.29312036	   -4.40269032
    0.29512804	   -4.36049112
    0.29713571	   -4.31928810
    0.29914338	   -4.27726460
    0.30115106	   -4.23646334
    0.30315873	   -4.19473964
    0.30516641	   -4.15446442
    0.30717408	   -4.11317433
    0.30918175	   -4.07354743
    0.31118943	   -4.03283396
    0.31319710	   -3.99397639
    0.31520477	   -3.95398966
    0.31721245	   -3.91602142
    0.31922012	   -3.87691537
    0.32122780	   -3.83995505
    0.32323547	   -3.80188328
    0.32524314	   -3.76604711
    0.32725082	   -3.72915836
    0.32925849	   -3.69455865
    0.33126616	   -3.65899230
    0.33327384	   -3.62573545
    0.33528151	   -3.59161742
    0.33728918	   -3.55980165
    0.33929686	   -3.52724091
    0.34130453	   -3.49695390
    0.34331221	   -3.46603989
    0.34531988	   -3.43735660
    0.34732755	   -3.40815765
    0.34933523	   -3.38113846
    0.35134290	   -3.35370114
    0.35335057	   -3.32839063
    0.35535825	   -3.30274012
    0.35736592	   -3.27916644
    0.35937360	   -3.25530779
    0.36138127	   -3.23348279
    0.36338894	   -3.21140295
    0.36539662	   -3.19132316
    0.36740429	   -3.17099353
    0.36941196	   -3.15264172
    0.37141964	   -3.13402127
    0.37342731	   -3.11736866
    0.37543499	   -3.10040715
    0.37744266	   -3.08541602
    0.37945033	   -3.07005741
    0.38145801	   -3.05668393
    0.38346568	   -3.04286962
    0.38547335	   -3.03106668
    0.38748103	   -3.01873849
    0.38948870	   -3.00845837
    0.39149638	   -2.99756110
    0.39350405	   -2.98875766
    0.39551172	   -2.97924105
    0.39751940	   -2.97187142
